SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR23-00327612,Sign Repair Request - Stop Sign,PCB,Health,CDOT - Department of Transportation,Completed,CSCC,3/2/23 9:20,3/2/23 11:14,3/2/23 11:14,3825 W FULTON ST,,,,3825,W,FULTON,ST,FALSE,FALSE,,,26,37,,G022,2,11,1122,3,,9,5,3,1150704.222,1901908.73,41.88674195,-87.72203762,"(41.88674194486723, -87.72203762095367)"
SR23-00329204,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Open,Phone Call,3/2/23 12:43,3/2/23 12:44,,5319 N WESTERN AVE,,,,5319,N,WESTERN,AVE,FALSE,FALSE,,,4,40,,K009,1,20,2012,32,,12,5,3,1159528.594,1935468.448,41.978655,-87.6887055,"(41.97865500094077, -87.6887055000019)"
SR20-03514000,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,2/13/20 14:26,4/20/20 11:30,4/20/20 11:30,10259 S HALSTED ST,,,60628,10259,S,HALSTED,ST,FALSE,FALSE,,,73,34,,O046,3,22,2232,45,,14,5,2,1172859.912,1836618.167,41.70711581,-87.64260298,"(41.70711580858116, -87.64260298016093)"
SR23-00362310,Consumer Retail Business Complaint,CST,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,3/8/23 14:09,3/20/23 9:21,3/20/23 9:21,1120 W 47TH PL,,,,1120,W,47TH,PL,FALSE,FALSE,,,61,20,,N033,3,9,933,4,,14,4,3,1169535.356,1873396.888,41.808114,-87.6537135,"(41.80811400094022, -87.6537135000019)"
SR23-00435054,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Open,Phone Call,3/21/23 15:37,3/21/23 15:37,,5600 S NEWCASTLE AVE,,,,5600,S,NEWCASTLE,AVE,FALSE,FALSE,,,56,13,,Y135,1,8,811,12,,15,3,3,1131599.787,1866597.802,41.790195,-87.793011,"(41.79019500094014, -87.79301100000191)"
SR23-00356855,Restaurant Complaint,HFB,Health,Health,Open,E-Mail,3/7/23 16:02,3/7/23 16:02,,819 W FULTON ST,,,,819,W,FULTON,ST,FALSE,FALSE,,,28,27,,N022,1,12,1214,45,,16,3,3,1170778.268,1901999.879,41.886576,-87.648318,"(41.88657600094046, -87.64831800000192)"
SR20-03649048,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,3/6/20 15:42,3/6/20 15:43,3/6/20 15:43,6001 W GRAND AVE,,,60639,6001,W,GRAND,AVE,FALSE,FALSE,,,19,36,,A017,1,25,2512,5,,15,6,3,1135981.904,1914086.196,41.9204335,-87.77581198,"(41.920433498997134, -87.77581197693637)"
SR23-00362574,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,3/8/23 14:40,3/9/23 10:10,3/9/23 10:10,617 N RACINE AVE,,,,617,N,RACINE,AVE,FALSE,FALSE,,,24,27,,N021,1,12,1214,40,,14,4,3,1168344.229,1904223.959,41.892732,-87.657192,"(41.892732000940484, -87.6571920000019)"
SR20-04856088,Restaurant Complaint,HFB,Health,Health,Open,Phone Call,8/18/20 7:49,12/7/22 14:21,,1231 S WABASH AVE,,,60605,1231,S,WABASH,AVE,FALSE,FALSE,,,33,34,,Q025,3,1,131,39,,7,3,8,1177100.416,1894779.607,41.86662232,-87.62532045,"(41.8666223203066, -87.62532044477871)"
SR22-01504266,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,8/24/22 16:19,9/28/22 6:50,9/28/22 6:50,410 N LAWNDALE AVE,,,60624,410,N,LAWNDALE,AVE,FALSE,FALSE,,,23,27,,G021,2,11,1122,23,,16,4,8,1151578.742,1902570.621,41.8885411,-87.71880872,"(41.88854110404008, -87.71880872227918)"
SR22-01582256,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/6/22 14:38,9/15/22 9:22,9/15/22 9:22,604 E 75TH ST,,,60619,604,E,75TH,ST,FALSE,FALSE,,,69,6,,R039,2,3,323,39,,14,3,9,1181622.842,1855485.622,41.75869297,-87.60993265,"(41.758692964955614, -87.60993265321298)"
SR22-01597868,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,9/8/22 16:11,9/12/22 11:53,9/12/22 11:53,2653 W 58TH ST,,,60629,2653,W,58TH,ST,FALSE,FALSE,,,63,16,,J035,2,8,824,23,,16,5,9,1159460.666,1866082.475,41.78825496,-87.69086562,"(41.78825495756478, -87.69086561911931)"
SR22-01490238,Building Violation,BBA,Health,DOB - Buildings,Completed,Phone Call,8/22/22 15:40,1/5/23 11:51,1/5/23 11:51,1418 W GRAND AVE,,,60642,1418,W,GRAND,AVE,FALSE,FALSE,,,24,1,,M021,1,12,1215,37,,15,2,8,1166743.296,1903663.116,41.89122748,-87.66308766,"(41.89122747475124, -87.66308765650584)"
SR22-01622410,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/12/22 15:52,9/14/22 12:35,9/14/22 12:35,3010 W DEVON AVE,,,60659,3010,W,DEVON,AVE,FALSE,FALSE,,,2,50,,I006,1,24,2412,10,,15,2,9,1155042.944,1942303.038,41.9975009,-87.70501731,"(41.997500897903, -87.70501730810827)"
SR22-01626769,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/13/22 10:03,9/19/22 8:06,9/19/22 8:06,937 W BELMONT AVE,,,60657,937,W,BELMONT,AVE,FALSE,FALSE,,,6,44,,N015,3,19,1933,20,,10,3,9,1169343.811,1921369.826,41.93975954,-87.65302144,"(41.93975953620356, -87.6530214421246)"
SR22-01628400,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/13/22 13:03,9/16/22 8:51,9/16/22 8:51,2714 W AUGUSTA BLVD,,,60622,2714,W,AUGUSTA,BLVD,FALSE,FALSE,,,24,26,,J020,1,12,1211,36,,13,3,9,1158026.642,1906623.294,41.89953285,-87.69501887,"(41.899532845622126, -87.69501887327587)"
SR22-01629432,Building Violation,BBA,Health,DOB - Buildings,Completed,Phone Call,9/13/22 14:36,9/14/22 9:13,9/14/22 9:13,2726 W CRYSTAL ST,,,60622,2726,W,CRYSTAL,ST,FALSE,FALSE,,,24,26,,J019,2,14,1423,35,,14,3,9,1157856.525,1908282.589,41.90408956,-87.69559841,"(41.904089564380634, -87.6955984066394)"
SR22-01636176,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,9/14/22 13:34,9/15/22 10:52,9/15/22 10:52,1399 W LAKE ST,,,60607,1399,W,LAKE,ST,FALSE,FALSE,,,28,27,,M022,2,12,1224,33,,13,4,9,1166976.373,1901471.81,41.88520937,-87.66229462,"(41.88520937108347, -87.66229461466853)"
SR22-01637115,Water in Basement Complaint,AAF,Health,DWM - Department of Water Management,Completed,Phone Call,9/14/22 15:12,9/15/22 1:33,9/15/22 1:33,3941 W 61ST ST,,,60629,3941,W,61ST,ST,FALSE,FALSE,,,65,23,,G036,2,8,823,30,,15,4,9,1150954.791,1863783.167,41.78211548,-87.72211368,"(41.78211548444319, -87.72211367944597)"
SR22-01665846,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/19/22 14:57,9/26/22 9:37,9/26/22 9:37,1750 W 119TH ST,,,60643,1750,W,119TH,ST,FALSE,FALSE,,,75,34,,L050,3,22,2234,19,,14,2,9,1166602.642,1825773.935,41.67749284,-87.66582487,"(41.67749284296781, -87.66582486681638)"
SR22-01669278,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,9/20/22 8:02,9/20/22 8:03,9/20/22 8:03,4064 W 115TH ST,,,60655,4064,W,115TH,ST,FALSE,FALSE,,,74,19,,F049,1,22,2211,39,,8,3,9,1151410.014,1829266.551,41.68738682,-87.72134452,"(41.68738682409863, -87.72134452442373)"
SR22-01708500,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,9/26/22 15:18,1/17/23 11:31,1/17/23 11:31,1649 W HURON ST,,,60622,1649,W,HURON,ST,FALSE,FALSE,,,24,1,,L021,1,12,1215,35,,15,2,9,1165080.752,1904671.068,41.89402885,-87.66916471,"(41.894028845369625, -87.66916470700023)"
SR22-01732822,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/30/22 9:21,12/7/22 7:51,12/7/22 7:51,10000 W OHARE AIRPORT,,,60666,10000,W,OHARE AIRPORT,,FALSE,FALSE,,,76,41,,,5,16,1654,27,,9,6,9,1101468.13,1935483.632,41.97969708,-87.90223078,"(41.97969708053543, -87.90223078102574)"
SR21-00018313,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,1/5/21 10:15,1/5/23 17:15,2/3/21 10:13,444 W FULLERTON PKWY,,,60614,444,W,FULLERTON,PKWY,FALSE,FALSE,,,7,43,,O016,3,19,1935,37,,10,3,1,1172656.883,1916240.571,41.92561186,-87.64099723,"(41.92561185717194, -87.64099722818239)"
SR22-01760948,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,10/5/22 9:39,10/5/22 12:23,10/5/22 12:23,1555 N WESTERN AVE,,,60647,1555,N,WESTERN,AVE,FALSE,FALSE,,,24,1,,K019,2,14,1424,38,,9,4,10,1160183.299,1910516.57,41.910172,-87.68698973,"(41.91017199683004, -87.68698972767557)"
SR22-00746222,Buildings - Plumbing Violation,BBC,Health,DOB - Buildings,Canceled,Phone Call,5/5/22 14:15,11/3/22 11:12,11/3/22 11:12,501 N CENTRAL AVE,,,60644,501,N,CENTRAL,AVE,TRUE,FALSE,,SR22-00710875,25,37,,C021,2,15,1523,37,,14,5,5,1139087.586,1902838.037,41.88951124,-87.7646749,"(41.88951123993062, -87.7646748950041)"
SR22-01770558,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/6/22 14:44,10/27/22 16:15,10/27/22 16:15,4133 N KEDZIE AVE,,,60618,4133,N,KEDZIE,AVE,FALSE,FALSE,,,16,33,,I012,2,17,1724,11,,14,5,10,1154380.616,1927450.202,41.9567572,-87.70785273,"(41.95675719559245, -87.70785272880136)"
SR22-01793864,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/11/22 8:08,10/27/22 7:52,10/27/22 7:52,1510 E HARPER CT,,,60615,1510,E,HARPER,CT,FALSE,FALSE,,,41,4,,T034,3,2,234,27,,8,3,10,1187294.118,1870709.598,41.80033607,-87.58866492,"(41.80033606543258, -87.5886649152621)"
SR22-00830032,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/18/22 12:41,9/19/22 8:09,9/19/22 8:09,1240 N MILWAUKEE AVE,,,60622,1240,N,MILWAUKEE,AVE,FALSE,FALSE,,,24,1,,L019,2,14,1424,21,,12,4,5,1165318.947,1908382.044,41.90420697,-87.66818423,"(41.90420696907816, -87.6681842296266)"
SR23-00401250,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Open,Phone Call,3/15/23 14:51,3/15/23 14:51,,2714 E 79TH ST,,,,2714,E,79TH,ST,FALSE,FALSE,,,43,7,,W040,2,4,421,17,,14,4,3,1195885.575,1853190.146,41.752053,-87.5577375,"(41.75205300093998, -87.55773750000192)"
SR23-00165644,Building Violation,BBA,Health,DOB - Buildings,Completed,Alderman's Office,2/1/23 12:07,2/2/23 10:38,2/2/23 10:37,3245 N BROADWAY,,,,3245,N,BROADWAY,,FALSE,FALSE,,,6,44,,O014,2,19,1925,19,,12,4,2,1171737.692,1921988.234,41.941404,-87.644205,"(41.94140400094067, -87.64420500000192)"
SR22-00863174,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,5/23/22 15:28,2/15/23 15:50,2/15/23 15:50,1132 W PRATT BLVD,,,60626,1132,W,PRATT,BLVD,FALSE,FALSE,,,1,49,,N005,3,24,2431,9,,15,2,5,1167270.785,1945536.901,42.00611966,-87.65994223,"(42.00611965465277, -87.65994223126161)"
SR22-01870691,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,10/24/22 14:28,11/1/22 8:43,11/1/22 8:43,1 E WACKER DR,,,60601,1,E,WACKER,DR,FALSE,FALSE,,,32,42,,Q022,1,1,111,10,,14,2,10,1176435.515,1902029.087,41.88653035,-87.62754249,"(41.88653034746234, -87.62754249335006)"
SR20-04119057,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/15/20 9:15,5/15/20 9:18,5/15/20 9:18,2839 N NARRAGANSETT AVE,,,60634,2839,N,NARRAGANSETT,AVE,FALSE,FALSE,,,19,36,,A015,1,25,2511,24,,9,6,5,1133263.866,1918349.789,41.93218136,-87.78569871,"(41.93218135708587, -87.78569870632084)"
SR22-01876625,Building Violation,BBA,Health,DOB - Buildings,Completed,Phone Call,10/25/22 13:58,10/26/22 9:08,10/26/22 9:07,1140 S WABASH AVE,,,60605,1140,S,WABASH,AVE,FALSE,FALSE,,,32,4,,Q024,2,1,123,16,,13,3,10,1176944.529,1895296.622,41.86804457,-87.62587708,"(41.86804456894844, -87.62587707521665)"
SR20-04143055,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/18/20 13:59,5/18/20 14:00,5/18/20 14:00,628 S CLARK ST,,,60605,628,S,CLARK,ST,FALSE,FALSE,,,32,4,,P024,2,1,123,13,,13,2,5,1175534.818,1897422.078,41.87390872,-87.63098849,"(41.87390871838058, -87.63098849151498)"
SR22-01904167,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/31/22 8:22,11/2/22 7:37,11/2/22 7:37,4832 N BROADWAY,,,60640,4832,N,BROADWAY,,FALSE,FALSE,,,3,46,,M010,3,20,2033,6,,8,2,10,1167410.315,1932343.778,41.96991439,-87.65981061,"(41.969914389300946, -87.65981060883122)"
SR22-01904250,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,10/31/22 8:32,11/4/22 10:45,11/4/22 10:45,173 N MICHIGAN AVE,,,60601,173,N,MICHIGAN,AVE,FALSE,FALSE,,,32,42,,Q022,1,1,114,42,,8,2,10,1177366.214,1901584.83,41.88529023,-87.62413826,"(41.885290225117984, -87.62413825701539)"
SR22-01904961,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/31/22 9:53,11/17/22 11:19,11/17/22 11:19,250 E 35TH ST,,,60616,250,E,35TH,ST,FALSE,FALSE,,,35,4,,Q029,1,2,211,36,,9,2,10,1178709.169,1881852.293,41.83111233,-87.61980893,"(41.83111233091373, -87.61980892578212)"
SR22-01905977,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,10/31/22 11:51,12/14/22 12:42,12/14/22 12:42,1750 W SCHOOL ST,,,60657,1750,W,SCHOOL,ST,FALSE,FALSE,,,6,32,,L014,2,19,1922,9,,11,2,10,1163870.232,1922020.909,41.94166358,-87.67312001,"(41.941663580006704, -87.67312000748025)"
SR22-01906551,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,10/31/22 13:11,11/1/22 11:08,11/1/22 11:08,854 N MILWAUKEE AVE,,,60642,854,N,MILWAUKEE,AVE,FALSE,FALSE,,,24,27,,N020,1,12,1213,35,,13,2,10,1168278.584,1905885.086,41.89729167,-87.65738502,"(41.89729166687021, -87.65738502422221)"
SR22-01911345,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,11/1/22 11:20,11/15/22 10:04,11/4/22 10:34,800 W RANDOLPH ST,,,60607,800,W,RANDOLPH,ST,FALSE,FALSE,,,28,27,,N022,2,12,1224,45,,11,3,11,1170936.541,1901321.328,41.88471054,-87.64775669,"(41.88471054060902, -87.64775669255705)"
SR22-01925658,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Completed,Phone Call,11/3/22 14:51,11/3/22 15:08,11/3/22 15:08,6544 S NORMAL BLVD,,,60621,6544,S,NORMAL,BLVD,TRUE,FALSE,,SR22-01900904,68,20,,O037,2,7,722,13,,14,5,11,1174117.034,1861329.183,41.77489829,-87.63726747,"(41.77489829163482, -87.637267471896)"
SR22-01930372,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Completed,Alderman's Office,11/4/22 11:12,11/25/22 10:52,11/25/22 10:52,4420 S WASHTENAW AVE,,,,4420,S,WASHTENAW,AVE,FALSE,FALSE,,,58,15,,J032,2,9,922,6,,11,6,11,1159034.749,1875143.015,41.813127,-87.6921795,"(41.81312700094023, -87.69217950000191)"
SR22-01931863,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,11/4/22 14:54,11/17/22 9:27,11/17/22 9:27,230 W ERIE ST,,,,230,W,ERIE,ST,FALSE,FALSE,,,8,42,,P021,3,18,1831,39,,14,6,11,1174250.284,1904812.416,41.894217,-87.635484,"(41.89421700094048, -87.63548400000191)"
SR22-01931903,Restaurant Complaint,HFB,Health,Health,Completed,Internet,11/4/22 14:57,1/17/23 10:39,1/17/23 10:39,13302 S BRANDON AVE,,,,13302,S,BRANDON,AVE,FALSE,FALSE,,,55,10,,X054,3,4,433,16,,14,6,11,1199342.507,1817304.758,41.653494,-87.5462715,"(41.65349400093966, -87.54627150000191)"
SR22-01950763,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,11/8/22 8:36,11/17/22 9:10,11/17/22 9:10,5777 N RIDGE AVE,,,,5777,N,RIDGE,AVE,FALSE,FALSE,,,77,48,,M008,1,20,2013,42,,8,3,11,1165811.438,1938572.282,41.98703995,-87.66551116,"(41.9870399471852, -87.66551115929163)"
SR22-01966149,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,11/10/22 15:39,11/25/22 14:48,11/25/22 14:48,954 W 87TH ST,,,,954,W,87TH,ST,FALSE,FALSE,,,71,21,,N042,1,6,613,6,,15,5,11,1171231.581,1847164.358,41.73609178,-87.64825859,"(41.736091782194094, -87.64825858908755)"
SR22-01169110,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,7/6/22 10:40,9/21/22 18:12,9/21/22 18:12,3828 W 86TH PL,,,60652,3828,W,86TH,PL,FALSE,FALSE,,,70,18,,G042,3,8,834,36,,10,4,7,1152242.57,1847003.94,41.73604529,-87.71783243,"(41.73604529362973, -87.71783243013549)"
SR22-01169768,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,7/6/22 11:49,9/14/22 8:29,9/14/22 8:29,162 E SUPERIOR ST,,,60611,162,E,SUPERIOR,ST,FALSE,FALSE,,,8,2,,Q021,3,18,1833,10,,11,4,7,1177635.368,1905499.161,41.89602524,-87.6230309,"(41.89602523745563, -87.62303089988986)"
SR22-01189586,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Completed,Phone Call,7/8/22 16:05,10/26/22 8:51,10/26/22 8:51,2510 N RUTHERFORD AVE,,,60707,2510,N,RUTHERFORD,AVE,FALSE,FALSE,,,18,36,,Z116,1,25,2512,3,,16,6,7,1130921.907,1916010.474,41.92580272,-87.7943593,"(41.925802719760256, -87.79435930425826)"
SR22-01189623,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Completed,Phone Call,7/8/22 16:11,9/16/22 10:03,9/16/22 10:03,1138 N ASHLAND AVE,,,60622,1138,N,ASHLAND,AVE,FALSE,FALSE,,,24,1,,L020,1,12,1213,10,,16,6,7,1165504.477,1907854.319,41.90275491,-87.66751778,"(41.90275490585965, -87.66751777485959)"
SR22-01431509,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,8/12/22 14:14,10/4/22 11:16,10/4/22 11:16,1225 E 87TH ST,,,60619,1225,E,87TH,ST,FALSE,FALSE,,,48,8,,T043,1,4,412,35,,14,6,8,1186023.263,1847457.439,41.73656015,-87.5940584,"(41.73656014763906, -87.59405840047062)"
SR23-00315368,Restaurant Complaint,HFB,Health,Health,Open,E-Mail,2/28/23 10:42,2/28/23 11:14,,180 N MORGAN ST,,,,180,N,MORGAN,ST,FALSE,FALSE,,,28,27,,N022,2,12,1224,16,,10,3,2,1169724.291,1901591.08,41.88547725,-87.65220036,"(41.88547724902285, -87.65220036159063)"
SR22-01467857,Restaurant Complaint,HFB,Health,Health,Completed,Internet,8/18/22 15:16,10/14/22 9:57,10/14/22 9:57,17 E MONROE ST,,,60603,17,E,MONROE,ST,FALSE,FALSE,,,32,42,,Q023,1,1,112,33,,15,5,8,1176620.892,1899790.994,41.88038471,-87.6269294,"(41.880384709521515, -87.62692940265244)"
SR22-01490164,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,8/22/22 15:32,9/26/22 6:04,9/26/22 6:04,6800 S PRAIRIE AVE,,,60637,6800,S,PRAIRIE,AVE,FALSE,FALSE,,,69,6,,Q038,2,3,322,9,,15,2,8,1179204.193,1859954.813,41.77101238,-87.61866068,"(41.77101237655796, -87.61866067580027)"
SR22-01500289,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,8/24/22 8:09,10/26/22 8:02,10/26/22 8:02,1301 S MICHIGAN AVE,,,60605,1301,S,MICHIGAN,AVE,FALSE,FALSE,,,33,3,,Q025,3,1,132,39,,8,4,8,1177440.437,1894447.512,41.86570333,-87.62408228,"(41.86570332879531, -87.62408227671119)"
SR22-01528193,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,8/29/22 8:09,9/10/22 20:30,9/10/22 20:30,2833 S KEDVALE AVE,,,60623,2833,S,KEDVALE,AVE,FALSE,FALSE,,,30,22,,F028,3,10,1031,24,,8,2,8,1149252.393,1884686.537,41.83951042,-87.72781523,"(41.83951042359579, -87.72781522715317)"
SR22-01580399,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/6/22 11:42,12/8/22 7:33,12/8/22 7:33,12 E HARRISON ST,,,60605,12,E,HARRISON,ST,FALSE,FALSE,,,32,4,,Q023,2,1,123,21,,11,3,9,1176529.437,1897614.894,41.87441543,-87.62733094,"(41.87441542852502, -87.62733093893775)"
SR22-01582427,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/6/22 14:54,10/27/22 7:57,10/27/22 7:57,2824 S WENTWORTH AVE,,,60616,2824,S,WENTWORTH,AVE,FALSE,FALSE,,,34,11,,P028,1,9,914,36,,14,3,9,1175410.473,1885528.405,41.84127443,-87.63180181,"(41.84127442857647, -87.63180181398693)"
SR22-01589480,Restaurant Complaint,HFB,Health,Health,Completed,City Department,9/7/22 14:31,9/14/22 8:31,9/14/22 8:31,3348 S PULASKI RD,,,60623,3348,S,PULASKI,RD,FALSE,FALSE,,,30,22,,F029,3,10,1031,16,,14,4,9,1149640.901,1881789.54,41.83155315,-87.72646467,"(41.831553151971555, -87.7264646676066)"
SR22-01589917,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Completed,Phone Call,9/7/22 15:21,9/17/22 12:49,9/17/22 12:49,1536 E 75TH ST,,,60619,1536,E,75TH,ST,TRUE,FALSE,,SR22-01529935,43,8,,T039,2,3,324,2,,15,4,9,1187912.253,1855664.236,41.75903566,-87.58687702,"(41.75903565600753, -87.58687702053454)"
SR22-01597483,Restaurant Complaint,HFB,Health,Health,Completed,City Department,9/8/22 15:24,9/14/22 8:39,9/14/22 8:39,3400 N LAWNDALE AVE,,,60618,3400,N,LAWNDALE,AVE,FALSE,FALSE,,,21,30,,G014,3,17,1732,3,,15,5,9,1151023.402,1922397.535,41.94295888,-87.72032772,"(41.94295887459745, -87.72032771737783)"
SR22-01597827,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Canceled,Phone Call,9/8/22 16:05,9/20/22 10:30,9/20/22 10:30,4732 N OLIVE AVE,,,60625,4732,N,OLIVE,AVE,FALSE,FALSE,,,4,47,,K011,1,19,1911,20,,16,5,9,1160118.376,1931557.038,41.96790971,-87.68664514,"(41.96790970977379, -87.68664513974906)"
SR22-02137340,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,12/15/22 8:31,12/16/22 14:22,12/16/22 14:22,2245 S WENTWORTH AVE,,,,2245,S,WENTWORTH,AVE,FALSE,FALSE,,,34,11,,P027,1,9,914,6,,8,5,12,1175399.051,1889288.62,41.851593,-87.631731,"(41.85159300094034, -87.63173100000192)"
SR22-02169875,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,12/21/22 15:12,1/6/23 9:03,1/6/23 9:03,320 E OHIO ST,,,,320,E,OHIO,ST,FALSE,FALSE,,,8,2,,Q021,3,18,1834,2,,15,4,12,1178629.754,1904295.372,41.89269934,-87.61941556,"(41.89269933736321, -87.61941555995655)"
SR20-03693262,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,3/13/20 11:20,4/29/20 8:56,4/29/20 8:56,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,11,6,3,,,,,
SR22-01636994,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,9/14/22 15:00,9/15/22 7:13,9/15/22 7:13,1820 N HOWE ST,,,60614,1820,N,HOWE,ST,FALSE,FALSE,,,7,43,,O018,1,18,1813,3,,15,4,9,1171598.829,1912190.91,41.91452277,-87.64500445,"(41.9145227665774, -87.64500444690626)"
SR22-01663112,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/19/22 10:11,9/28/22 8:13,9/28/22 8:13,411 W FULLERTON PKWY,,,60614,411,W,FULLERTON,PKWY,FALSE,FALSE,,,7,43,,O017,1,18,1814,12,,10,2,9,1173100.517,1916123.993,41.92528212,-87.63937058,"(41.92528212128793, -87.63937058217182)"
SR22-01663540,Water On Street Complaint,AAE,Health,DWM - Department of Water Management,Completed,Phone Call,9/19/22 11:03,9/21/22 12:33,9/21/22 12:33,2400 S WHIPPLE ST,,,60623,2400,S,WHIPPLE,ST,TRUE,FALSE,,SR22-01635074,30,12,,I027,3,10,1033,22,,11,2,9,1156281.466,1887850.998,41.8480552,-87.70193612,"(41.8480551969293, -87.70193612034316)"
SR22-01663571,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,9/19/22 11:07,9/19/22 13:26,9/19/22 13:26,2732 W HADDON AVE,,,60622,2732,W,HADDON,AVE,FALSE,FALSE,,,24,1,,J020,1,12,1211,18,,11,2,9,1157809.641,1907584.925,41.90217607,-87.69578967,"(41.902176071605574, -87.69578966887673)"
SR22-01673233,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,9/20/22 14:52,11/7/22 15:45,11/7/22 15:45,6219 S DORCHESTER AVE,,,60637,6219,S,DORCHESTER,AVE,FALSE,FALSE,,,42,20,,T036,1,3,314,26,,14,3,9,1186683.841,1863963.238,41.78183801,-87.59111655,"(41.78183801230433, -87.59111654912546)"
SR22-01680342,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,9/21/22 15:02,9/22/22 11:32,9/22/22 11:32,2623 N SEMINARY AVE,,,60614,2623,N,SEMINARY,AVE,FALSE,FALSE,,,7,43,,N016,3,19,1932,31,,15,4,9,1168584.327,1917704.538,41.92971831,-87.6559192,"(41.929718313697606, -87.65591920256874)"
